location,target,unit,value,type,bin_start_incl,bin_end_notincl
HHS Region 2,Season peak percentage,percent,0.00048804748488458,Bin,0.3,0.4
HHS Region 2,Season peak percentage,percent,0.000563889280688927,Bin,0.4,0.5
HHS Region 2,Season peak percentage,percent,0.000645479447308451,Bin,0.5,0.6
HHS Region 2,Season peak percentage,percent,0.000732466289075596,Bin,0.6,0.7
HHS Region 2,Season peak percentage,percent,0.000824531271836875,Bin,0.7,0.8
HHS Region 2,Season peak percentage,percent,0.000921442214822761,Bin,0.8,0.9
HHS Region 2,Season peak percentage,percent,0.00102316385951571,Bin,0.9,1.0
HHS Region 2,Season peak percentage,percent,0.00112989609567988,Bin,1.0,1.1
HHS Region 2,Season peak percentage,percent,0.00124217866801167,Bin,1.1,1.2
HHS Region 2,Season peak percentage,percent,0.00136089206387802,Bin,1.2,1.3
HHS Region 2,Season peak percentage,percent,0.00148733015915992,Bin,1.3,1.4
HHS Region 2,Season peak percentage,percent,0.00162310098094516,Bin,1.4,1.5
HHS Region 2,Season peak percentage,percent,0.00177015377571529,Bin,1.5,1.6
HHS Region 2,Season peak percentage,percent,0.00193062766968349,Bin,1.6,1.7
HHS Region 2,Season peak percentage,percent,0.00210675504624677,Bin,1.7,1.8
HHS Region 2,Season peak percentage,percent,0.00230078500402396,Bin,1.8,1.9
HHS Region 2,Season peak percentage,percent,0.00251464977228964,Bin,1.9,2.0
HHS Region 2,Season peak percentage,percent,0.00274999949242324,Bin,2.0,2.1
HHS Region 2,Season peak percentage,percent,0.00300782751848719,Bin,2.1,2.2
HHS Region 2,Season peak percentage,percent,0.0032885238295236,Bin,2.2,2.3
HHS Region 2,Season peak percentage,percent,0.00359164396095827,Bin,2.3,2.4
HHS Region 2,Season peak percentage,percent,0.00391595223310592,Bin,2.4,2.5
HHS Region 2,Season peak percentage,percent,0.00560478236388199,Bin,2.5,2.6
HHS Region 2,Season peak percentage,percent,0.00461840085559268,Bin,2.6,2.7
HHS Region 2,Season peak percentage,percent,0.00498958451273841,Bin,2.7,2.8
HHS Region 2,Season peak percentage,percent,0.00536817805528902,Bin,2.8,2.9
HHS Region 2,Season peak percentage,percent,0.0057489895863418,Bin,2.9,3.0
HHS Region 2,Season peak percentage,percent,0.00679912944861826,Bin,3.0,3.1
HHS Region 2,Season peak percentage,percent,0.0071670623460608,Bin,3.1,3.2
HHS Region 2,Season peak percentage,percent,0.00684676621463457,Bin,3.2,3.3
HHS Region 2,Season peak percentage,percent,0.0112144456508228,Bin,3.3,3.4
HHS Region 2,Season peak percentage,percent,0.00815428925016404,Bin,3.4,3.5
HHS Region 2,Season peak percentage,percent,0.0111163975115148,Bin,3.5,3.6
HHS Region 2,Season peak percentage,percent,0.0106769608083112,Bin,3.6,3.7
HHS Region 2,Season peak percentage,percent,0.010195684871398,Bin,3.7,3.8
HHS Region 2,Season peak percentage,percent,0.0110146660771737,Bin,3.8,3.9
HHS Region 2,Season peak percentage,percent,0.0124586239607991,Bin,3.9,4.0
HHS Region 2,Season peak percentage,percent,0.0104890943610663,Bin,4.0,4.1
HHS Region 2,Season peak percentage,percent,0.013851780575356,Bin,4.1,4.2
HHS Region 2,Season peak percentage,percent,0.0117825841986885,Bin,4.2,4.3
HHS Region 2,Season peak percentage,percent,0.0130293041505577,Bin,4.3,4.4
HHS Region 2,Season peak percentage,percent,0.0122121667030187,Bin,4.4,4.5
HHS Region 2,Season peak percentage,percent,0.0113528842199174,Bin,4.5,4.6
HHS Region 2,Season peak percentage,percent,0.0138195912568746,Bin,4.6,4.7
HHS Region 2,Season peak percentage,percent,0.0101982674991448,Bin,4.7,4.8
HHS Region 2,Season peak percentage,percent,0.00856768365973195,Bin,4.8,4.9
HHS Region 2,Season peak percentage,percent,0.00893346027015462,Bin,4.9,5.0
HHS Region 2,Season peak percentage,percent,0.0106286016906974,Bin,5.0,5.1
HHS Region 2,Season peak percentage,percent,0.0129859654151572,Bin,5.1,5.2
HHS Region 2,Season peak percentage,percent,0.01197434580314,Bin,5.2,5.3
HHS Region 2,Season peak percentage,percent,0.0116354165851087,Bin,5.3,5.4
HHS Region 2,Season peak percentage,percent,0.00659140521712787,Bin,5.4,5.5
HHS Region 2,Season peak percentage,percent,0.0109744722639603,Bin,5.5,5.6
HHS Region 2,Season peak percentage,percent,0.00796827762837215,Bin,5.6,5.7
HHS Region 2,Season peak percentage,percent,0.0123762996705957,Bin,5.7,5.8
HHS Region 2,Season peak percentage,percent,0.0127629595992946,Bin,5.8,5.9
HHS Region 2,Season peak percentage,percent,0.0151841248364376,Bin,5.9,6.0
HHS Region 2,Season peak percentage,percent,0.00820283919844778,Bin,6.0,6.1
HHS Region 2,Season peak percentage,percent,0.0113293376964897,Bin,6.1,6.2
HHS Region 2,Season peak percentage,percent,0.0158167539981762,Bin,6.2,6.3
HHS Region 2,Season peak percentage,percent,0.0115722191187544,Bin,6.3,6.4
HHS Region 2,Season peak percentage,percent,0.00734048177492776,Bin,6.4,6.5
HHS Region 2,Season peak percentage,percent,0.00715668277919846,Bin,6.5,6.6
HHS Region 2,Season peak percentage,percent,0.00900096800081351,Bin,6.6,6.7
HHS Region 2,Season peak percentage,percent,0.00816249317270446,Bin,6.7,6.8
HHS Region 2,Season peak percentage,percent,0.00867667882676942,Bin,6.8,6.9
HHS Region 2,Season peak percentage,percent,0.0105425636967975,Bin,6.9,7.0
HHS Region 2,Season peak percentage,percent,0.0117411046005572,Bin,7.0,7.1
HHS Region 2,Season peak percentage,percent,0.0109263698960138,Bin,7.1,7.2
HHS Region 2,Season peak percentage,percent,0.00675271597693839,Bin,7.2,7.3
HHS Region 2,Season peak percentage,percent,0.0066209089074353,Bin,7.3,7.4
HHS Region 2,Season peak percentage,percent,0.00851302843241694,Bin,7.4,7.5
HHS Region 2,Season peak percentage,percent,0.00906577126679411,Bin,7.5,7.6
HHS Region 2,Season peak percentage,percent,0.00760704721708868,Bin,7.6,7.7
HHS Region 2,Season peak percentage,percent,0.00750148129225796,Bin,7.7,7.8
HHS Region 2,Season peak percentage,percent,0.00740427409043237,Bin,7.8,7.9
HHS Region 2,Season peak percentage,percent,0.00597052311597476,Bin,7.9,8.0
HHS Region 2,Season peak percentage,percent,0.00656473318354739,Bin,8.0,8.1
HHS Region 2,Season peak percentage,percent,0.00716898896435276,Bin,8.1,8.2
HHS Region 2,Season peak percentage,percent,0.00441973841207254,Bin,8.2,8.3
HHS Region 2,Season peak percentage,percent,0.0110999626507595,Bin,8.3,8.4
HHS Region 2,Season peak percentage,percent,0.00702637129997065,Bin,8.4,8.5
HHS Region 2,Season peak percentage,percent,0.00767280340432938,Bin,8.5,8.6
HHS Region 2,Season peak percentage,percent,0.0103479335033752,Bin,8.6,8.7
HHS Region 2,Season peak percentage,percent,0.00832366147410406,Bin,8.7,8.8
HHS Region 2,Season peak percentage,percent,0.00698177049681138,Bin,8.8,8.9
HHS Region 2,Season peak percentage,percent,0.00699451633585761,Bin,8.9,9.0
HHS Region 2,Season peak percentage,percent,0.00365174007090326,Bin,9.0,9.1
HHS Region 2,Season peak percentage,percent,0.0104082097861148,Bin,9.1,9.2
HHS Region 2,Season peak percentage,percent,0.00506122870418691,Bin,9.2,9.3
HHS Region 2,Season peak percentage,percent,0.00779303683385291,Bin,9.3,9.4
HHS Region 2,Season peak percentage,percent,0.00447400443949152,Bin,9.4,9.5
HHS Region 2,Season peak percentage,percent,0.00452160572966365,Bin,9.5,9.6
HHS Region 2,Season peak percentage,percent,0.00457039843705627,Bin,9.6,9.7
HHS Region 2,Season peak percentage,percent,0.00865542287466269,Bin,9.7,9.8
HHS Region 2,Season peak percentage,percent,0.00399222090044624,Bin,9.8,9.9
HHS Region 2,Season peak percentage,percent,0.00807140246948868,Bin,9.9,10.0
HHS Region 2,Season peak percentage,percent,0.00743583012800781,Bin,10.0,10.1
HHS Region 2,Season peak percentage,percent,0.00746635031763711,Bin,10.1,10.2
HHS Region 2,Season peak percentage,percent,0.00614343537402525,Bin,10.2,10.3
HHS Region 2,Season peak percentage,percent,0.00750289232003656,Bin,10.3,10.4
HHS Region 2,Season peak percentage,percent,0.00818026299746019,Bin,10.4,10.5
HHS Region 2,Season peak percentage,percent,0.00548421386612207,Bin,10.5,10.6
HHS Region 2,Season peak percentage,percent,0.00681547586004962,Bin,10.6,10.7
HHS Region 2,Season peak percentage,percent,0.0034284030393139,Bin,10.7,10.8
HHS Region 2,Season peak percentage,percent,0.00272440882022502,Bin,10.8,10.9
HHS Region 2,Season peak percentage,percent,0.00605012080824392,Bin,10.9,11.0
HHS Region 2,Season peak percentage,percent,0.00533348739606191,Bin,11.0,11.1
HHS Region 2,Season peak percentage,percent,0.00393979747953063,Bin,11.1,11.2
HHS Region 2,Season peak percentage,percent,0.00187052286638906,Bin,11.2,11.3
HHS Region 2,Season peak percentage,percent,0.00450933317039853,Bin,11.3,11.4
HHS Region 2,Season peak percentage,percent,0.00512980012564263,Bin,11.4,11.5
HHS Region 2,Season peak percentage,percent,0.00575146791913755,Bin,11.5,11.6
HHS Region 2,Season peak percentage,percent,0.00502981387958176,Bin,11.6,11.7
HHS Region 2,Season peak percentage,percent,0.0063295498546014,Bin,11.7,11.8
HHS Region 2,Season peak percentage,percent,0.00359628964804686,Bin,11.8,11.9
HHS Region 2,Season peak percentage,percent,0.0049037553025012,Bin,11.9,12.0
HHS Region 2,Season peak percentage,percent,0.0075610283091388,Bin,12.0,12.1
HHS Region 2,Season peak percentage,percent,0.003494777698731,Bin,12.1,12.2
HHS Region 2,Season peak percentage,percent,0.00548767817934535,Bin,12.2,12.3
HHS Region 2,Season peak percentage,percent,0.00210225239926529,Bin,12.3,12.4
HHS Region 2,Season peak percentage,percent,0.00544819358413688,Bin,12.4,12.5
HHS Region 2,Season peak percentage,percent,0.000723994016900926,Bin,12.5,12.6
HHS Region 2,Season peak percentage,percent,0.00273038681856885,Bin,12.6,12.7
HHS Region 2,Season peak percentage,percent,0.0027208610249667,Bin,12.7,12.8
HHS Region 2,Season peak percentage,percent,0.00338614658525199,Bin,12.8,12.9
HHS Region 2,Season peak percentage,percent,0.00270756164821187,Bin,12.9,13.0
HHS Region 2,Season peak percentage,percent,0.148867124019363,Bin,13.0,100.0
HHS Region 2,1 wk ahead,percent,9.31894861592465e-11,Bin,0.0,0.1
HHS Region 2,1 wk ahead,percent,1.86378972318493e-10,Bin,0.1,0.2
HHS Region 2,1 wk ahead,percent,3.74877257619301e-10,Bin,0.2,0.3
HHS Region 2,1 wk ahead,percent,1.21709347872786e-09,Bin,0.3,0.4
HHS Region 2,1 wk ahead,percent,3.28627016103718e-09,Bin,0.4,0.5
HHS Region 2,1 wk ahead,percent,7.42861096524588e-09,Bin,0.5,0.6
HHS Region 2,1 wk ahead,percent,1.41876131557645e-08,Bin,0.6,0.7
HHS Region 2,1 wk ahead,percent,0.00100002253388154,Bin,0.7,0.8
HHS Region 2,1 wk ahead,percent,3.29317331280388e-08,Bin,0.8,0.9
HHS Region 2,1 wk ahead,percent,4.13811477003587e-08,Bin,0.9,1.0
HHS Region 2,1 wk ahead,percent,4.67415099540323e-08,Bin,1.0,1.1
HHS Region 2,1 wk ahead,percent,4.80302126877114e-08,Bin,1.1,1.2
HHS Region 2,1 wk ahead,percent,0.00600004137730318,Bin,1.2,1.3
HHS Region 2,1 wk ahead,percent,0.00100003883523354,Bin,1.3,1.4
HHS Region 2,1 wk ahead,percent,0.00200003105553745,Bin,1.4,1.5
HHS Region 2,1 wk ahead,percent,0.00200002435649338,Bin,1.5,1.6
HHS Region 2,1 wk ahead,percent,0.00200001936323626,Bin,1.6,1.7
HHS Region 2,1 wk ahead,percent,0.00800001279360701,Bin,1.7,1.8
HHS Region 2,1 wk ahead,percent,0.00500001453191781,Bin,1.8,1.9
HHS Region 2,1 wk ahead,percent,0.00600001586660131,Bin,1.9,2.0
HHS Region 2,1 wk ahead,percent,0.00900001715018279,Bin,2.0,2.1
HHS Region 2,1 wk ahead,percent,0.0300000063494634,Bin,2.1,2.2
HHS Region 2,1 wk ahead,percent,0.0569999896109359,Bin,2.2,2.3
HHS Region 2,1 wk ahead,percent,0.0250000084064447,Bin,2.3,2.4
HHS Region 2,1 wk ahead,percent,0.040999993708953,Bin,2.4,2.5
HHS Region 2,1 wk ahead,percent,0.0769999649453068,Bin,2.5,2.6
HHS Region 2,1 wk ahead,percent,0.0959999475410152,Bin,2.6,2.7
HHS Region 2,1 wk ahead,percent,0.0859999503960404,Bin,2.7,2.8
HHS Region 2,1 wk ahead,percent,0.0849999494189782,Bin,2.8,2.9
HHS Region 2,1 wk ahead,percent,0.098999940659497,Bin,2.9,3.0
HHS Region 2,1 wk ahead,percent,0.0859999506649951,Bin,3.0,3.1
HHS Region 2,1 wk ahead,percent,0.0689999632835078,Bin,3.1,3.2
HHS Region 2,1 wk ahead,percent,0.0379999838662379,Bin,3.2,3.3
HHS Region 2,1 wk ahead,percent,0.0429999795327214,Bin,3.3,3.4
HHS Region 2,1 wk ahead,percent,0.0279999871657412,Bin,3.4,3.5
HHS Region 2,1 wk ahead,percent,0.0169999921087378,Bin,3.5,3.6
HHS Region 2,1 wk ahead,percent,0.016999990479943,Bin,3.6,3.7
HHS Region 2,1 wk ahead,percent,0.00999999410770837,Bin,3.7,3.8
HHS Region 2,1 wk ahead,percent,0.00499999694828575,Bin,3.8,3.9
HHS Region 2,1 wk ahead,percent,0.00699999555058595,Bin,3.9,4.0
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,4.0,4.1
HHS Region 2,1 wk ahead,percent,0.0099999936022047,Bin,4.1,4.2
HHS Region 2,1 wk ahead,percent,0.00199999879788804,Bin,4.2,4.3
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,4.3,4.4
HHS Region 2,1 wk ahead,percent,0.00299999814842762,Bin,4.4,4.5
HHS Region 2,1 wk ahead,percent,0.00199999879788804,Bin,4.5,4.6
HHS Region 2,1 wk ahead,percent,0.00799999490112554,Bin,4.6,4.7
HHS Region 2,1 wk ahead,percent,0.00499999684950679,Bin,4.7,4.8
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,4.8,4.9
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,4.9,5.0
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,5.0,5.1
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,5.1,5.2
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,5.2,5.3
HHS Region 2,1 wk ahead,percent,0.00599999620004637,Bin,5.3,5.4
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,5.4,5.5
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,5.5,5.6
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,5.6,5.7
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,5.7,5.8
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,5.8,5.9
HHS Region 2,1 wk ahead,percent,0.00199999879788804,Bin,5.9,6.0
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.0,6.1
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.1,6.2
HHS Region 2,1 wk ahead,percent,0.00199999879788804,Bin,6.2,6.3
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.3,6.4
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.4,6.5
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.5,6.6
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.6,6.7
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.7,6.8
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.8,6.9
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,6.9,7.0
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.0,7.1
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.1,7.2
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.2,7.3
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.3,7.4
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.4,7.5
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.5,7.6
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.6,7.7
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.7,7.8
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.8,7.9
HHS Region 2,1 wk ahead,percent,9.68088780458731e-11,Bin,7.9,8.0
HHS Region 2,1 wk ahead,percent,9.6808878045874e-11,Bin,8.0,8.1
HHS Region 2,1 wk ahead,percent,0.00199999879788804,Bin,8.1,8.2
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,8.2,8.3
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,8.3,8.4
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,8.4,8.5
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,8.5,8.6
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,8.6,8.7
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,8.7,8.8
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,8.8,8.9
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,8.9,9.0
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.0,9.1
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.1,9.2
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.2,9.3
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.3,9.4
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.4,9.5
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.5,9.6
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.6,9.7
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.7,9.8
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.8,9.9
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,9.9,10.0
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.0,10.1
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.1,10.2
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.2,10.3
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.3,10.4
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.4,10.5
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.5,10.6
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.6,10.7
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.7,10.8
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.8,10.9
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,10.9,11.0
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.0,11.1
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.1,11.2
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.2,11.3
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.3,11.4
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.4,11.5
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.5,11.6
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.6,11.7
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.7,11.8
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.8,11.9
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,11.9,12.0
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.0,12.1
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.1,12.2
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.2,12.3
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.3,12.4
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.4,12.5
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.5,12.6
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.6,12.7
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.7,12.8
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.8,12.9
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,12.9,13.0
HHS Region 2,1 wk ahead,percent,9.68088780458749e-11,Bin,13.0,100.0
HHS Region 2,2 wk ahead,percent,6.59902534032021e-11,Bin,0.0,0.1
HHS Region 2,2 wk ahead,percent,1.31980506806404e-10,Bin,0.1,0.2
HHS Region 2,2 wk ahead,percent,1.31980506806404e-10,Bin,0.2,0.3
HHS Region 2,2 wk ahead,percent,1.58820388228881e-10,Bin,0.3,0.4
HHS Region 2,2 wk ahead,percent,8.25446538638359e-10,Bin,0.4,0.5
HHS Region 2,2 wk ahead,percent,3.36503020184409e-09,Bin,0.5,0.6
HHS Region 2,2 wk ahead,percent,0.00100000761492469,Bin,0.6,0.7
HHS Region 2,2 wk ahead,percent,1.29958731163651e-08,Bin,0.7,0.8
HHS Region 2,2 wk ahead,percent,0.00100001552294976,Bin,0.8,0.9
HHS Region 2,2 wk ahead,percent,2.34520992303513e-08,Bin,0.9,1.0
HHS Region 2,2 wk ahead,percent,4.17880292920044e-08,Bin,1.0,1.1
HHS Region 2,2 wk ahead,percent,0.0030000664152622,Bin,1.1,1.2
HHS Region 2,2 wk ahead,percent,0.002000083982204,Bin,1.2,1.3
HHS Region 2,2 wk ahead,percent,0.00100007568788197,Bin,1.3,1.4
HHS Region 2,2 wk ahead,percent,0.00400004669545319,Bin,1.4,1.5
HHS Region 2,2 wk ahead,percent,0.00600002036216274,Bin,1.5,1.6
HHS Region 2,2 wk ahead,percent,0.00400001043243099,Bin,1.6,1.7
HHS Region 2,2 wk ahead,percent,0.00800001004819295,Bin,1.7,1.8
HHS Region 2,2 wk ahead,percent,0.0050000197287847,Bin,1.8,1.9
HHS Region 2,2 wk ahead,percent,0.0110000211030419,Bin,1.9,2.0
HHS Region 2,2 wk ahead,percent,0.0140000184950623,Bin,2.0,2.1
HHS Region 2,2 wk ahead,percent,0.0220000084089764,Bin,2.1,2.2
HHS Region 2,2 wk ahead,percent,0.0210000049920691,Bin,2.2,2.3
HHS Region 2,2 wk ahead,percent,0.0269999996415579,Bin,2.3,2.4
HHS Region 2,2 wk ahead,percent,0.0379999913109582,Bin,2.4,2.5
HHS Region 2,2 wk ahead,percent,0.0389999888229003,Bin,2.5,2.6
HHS Region 2,2 wk ahead,percent,0.0509999795420515,Bin,2.6,2.7
HHS Region 2,2 wk ahead,percent,0.0529999759388921,Bin,2.7,2.8
HHS Region 2,2 wk ahead,percent,0.0589999678198492,Bin,2.8,2.9
HHS Region 2,2 wk ahead,percent,0.0709999561852696,Bin,2.9,3.0
HHS Region 2,2 wk ahead,percent,0.0669999570036873,Bin,3.0,3.1
HHS Region 2,2 wk ahead,percent,0.0649999579002084,Bin,3.1,3.2
HHS Region 2,2 wk ahead,percent,0.0529999656871794,Bin,3.2,3.3
HHS Region 2,2 wk ahead,percent,0.0569999630893378,Bin,3.3,3.4
HHS Region 2,2 wk ahead,percent,0.0409999734807045,Bin,3.4,3.5
HHS Region 2,2 wk ahead,percent,0.0409999734807045,Bin,3.5,3.6
HHS Region 2,2 wk ahead,percent,0.0319999793258482,Bin,3.6,3.7
HHS Region 2,2 wk ahead,percent,0.0269999825731503,Bin,3.7,3.8
HHS Region 2,2 wk ahead,percent,0.022999985170992,Bin,3.8,3.9
HHS Region 2,2 wk ahead,percent,0.0259999832226107,Bin,3.9,4.0
HHS Region 2,2 wk ahead,percent,0.0189999877688336,Bin,4.0,4.1
HHS Region 2,2 wk ahead,percent,0.0189999877688336,Bin,4.1,4.2
HHS Region 2,2 wk ahead,percent,0.010999992964517,Bin,4.2,4.3
HHS Region 2,2 wk ahead,percent,0.00999999361397741,Bin,4.3,4.4
HHS Region 2,2 wk ahead,percent,0.0139999910161357,Bin,4.4,4.5
HHS Region 2,2 wk ahead,percent,0.00699999556235867,Bin,4.5,4.6
HHS Region 2,2 wk ahead,percent,0.0049999968612795,Bin,4.6,4.7
HHS Region 2,2 wk ahead,percent,0.00699999556235867,Bin,4.7,4.8
HHS Region 2,2 wk ahead,percent,0.00699999556235867,Bin,4.8,4.9
HHS Region 2,2 wk ahead,percent,0.00199999880966075,Bin,4.9,5.0
HHS Region 2,2 wk ahead,percent,0.00199999880966075,Bin,5.0,5.1
HHS Region 2,2 wk ahead,percent,0.00299999816020034,Bin,5.1,5.2
HHS Region 2,2 wk ahead,percent,0.00299999816020034,Bin,5.2,5.3
HHS Region 2,2 wk ahead,percent,0.00199999880966075,Bin,5.3,5.4
HHS Region 2,2 wk ahead,percent,0.00299999816020034,Bin,5.4,5.5
HHS Region 2,2 wk ahead,percent,0.000999999459121173,Bin,5.5,5.6
HHS Region 2,2 wk ahead,percent,1.08581590530209e-10,Bin,5.6,5.7
HHS Region 2,2 wk ahead,percent,0.00199999880966075,Bin,5.7,5.8
HHS Region 2,2 wk ahead,percent,0.00199999880966075,Bin,5.8,5.9
HHS Region 2,2 wk ahead,percent,0.000999999459121173,Bin,5.9,6.0
HHS Region 2,2 wk ahead,percent,0.000999999459121173,Bin,6.0,6.1
HHS Region 2,2 wk ahead,percent,1.08581590530209e-10,Bin,6.1,6.2
HHS Region 2,2 wk ahead,percent,0.000999999459121173,Bin,6.2,6.3
HHS Region 2,2 wk ahead,percent,1.08581590530209e-10,Bin,6.3,6.4
HHS Region 2,2 wk ahead,percent,1.08581590530209e-10,Bin,6.4,6.5
HHS Region 2,2 wk ahead,percent,1.08581590530209e-10,Bin,6.5,6.6
HHS Region 2,2 wk ahead,percent,0.000999999459121173,Bin,6.6,6.7
