location,target,unit,type,bin_start_incl,bin_end_notincl,value
HHS Region 9,3 wk ahead,percent,Bin,7.2,7.3,1.2258891958161997e-4
HHS Region 9,3 wk ahead,percent,Bin,7.3,7.4,1.2258891958161997e-4
HHS Region 9,3 wk ahead,percent,Bin,7.4,7.5,1.2258891958161997e-4
HHS Region 9,3 wk ahead,percent,Bin,7.5,7.6,1.2258891958161997e-4
HHS Region 9,3 wk ahead,percent,Bin,7.6,7.7,1.2258891958161997e-4
HHS Region 9,3 wk ahead,percent,Bin,7.7,7.8,1.2258891958161997e-4
HHS Region 9,3 wk ahead,percent,Bin,7.8,7.9,1.2258891958161997e-4
HHS Region 9,3 wk ahead,percent,Bin,7.9,8,1.2258891958161997e-4
HHS Region 9,3 wk ahead,percent,Bin,8,8.1,1.2258891958162105e-4
HHS Region 9,3 wk ahead,percent,Bin,8.1,8.2,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,8.2,8.3,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,8.3,8.4,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,8.4,8.5,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,8.5,8.6,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,8.6,8.7,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,8.7,8.8,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,8.8,8.9,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,8.9,9,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9,9.1,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.1,9.2,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.2,9.3,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.3,9.4,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.4,9.5,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.5,9.6,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.6,9.7,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.7,9.8,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.8,9.9,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,9.9,10,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10,10.1,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.1,10.2,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.2,10.3,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.3,10.4,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.4,10.5,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.5,10.6,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.6,10.7,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.7,10.8,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.8,10.9,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,10.9,11,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11,11.1,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.1,11.2,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.2,11.3,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.3,11.4,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.4,11.5,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.5,11.6,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.6,11.7,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.7,11.8,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.8,11.9,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,11.9,12,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12,12.1,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.1,12.2,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.2,12.3,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.3,12.4,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.4,12.5,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.5,12.6,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.6,12.7,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.7,12.8,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.8,12.9,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,12.9,13,1.2258891958162217e-4
HHS Region 9,3 wk ahead,percent,Bin,13,100,1.2258891958162217e-4
HHS Region 9,4 wk ahead,percent,Bin,0,0.1,1.6212943432660388e-4
HHS Region 9,4 wk ahead,percent,Bin,0.1,0.2,4.2887005115132485e-4
HHS Region 9,4 wk ahead,percent,Bin,0.2,0.3,6.099972920006607e-4
HHS Region 9,4 wk ahead,percent,Bin,0.3,0.4,8.525516421203555e-4
HHS Region 9,4 wk ahead,percent,Bin,0.4,0.5,0.001170821428905565
HHS Region 9,4 wk ahead,percent,Bin,0.5,0.6,0.0015802190665115338
HHS Region 9,4 wk ahead,percent,Bin,0.6,0.7,0.0020962858702401666
HHS Region 9,4 wk ahead,percent,Bin,0.7,0.8,0.0027339816442045087
HHS Region 9,4 wk ahead,percent,Bin,0.8,0.9,0.0035060147957223686
HHS Region 9,4 wk ahead,percent,Bin,0.9,1,0.0044216503674335455
HHS Region 9,4 wk ahead,percent,Bin,1,1.1,0.005485476739995136
HHS Region 9,4 wk ahead,percent,Bin,1.1,1.2,0.006696076137939956
HHS Region 9,4 wk ahead,percent,Bin,1.2,1.3,0.008045393543327721
HHS Region 9,4 wk ahead,percent,Bin,1.3,1.4,0.009517346570852616
HHS Region 9,4 wk ahead,percent,Bin,1.4,1.5,0.011088918672161012
HHS Region 9,4 wk ahead,percent,Bin,1.5,1.6,0.012730588813475519
HHS Region 9,4 wk ahead,percent,Bin,1.6,1.7,0.01440752547712982
HHS Region 9,4 wk ahead,percent,Bin,1.7,1.8,0.016081479139935937
HHS Region 9,4 wk ahead,percent,Bin,1.8,1.9,0.017713231560583652
HHS Region 9,4 wk ahead,percent,Bin,1.9,2,0.0192649732843421
HHS Region 9,4 wk ahead,percent,Bin,2,2.1,0.020702620507886578
HHS Region 9,4 wk ahead,percent,Bin,2.1,2.2,0.0219978463963224
HHS Region 9,4 wk ahead,percent,Bin,2.2,2.3,0.02313003897724014
HHS Region 9,4 wk ahead,percent,Bin,2.3,2.4,0.02408721001806865
HHS Region 9,4 wk ahead,percent,Bin,2.4,2.5,0.02486605060183876
HHS Region 9,4 wk ahead,percent,Bin,2.5,2.6,0.02547140634242072
HHS Region 9,4 wk ahead,percent,Bin,2.6,2.7,0.025915800698547663
HHS Region 9,4 wk ahead,percent,Bin,2.7,2.8,0.026216916222403793
HHS Region 9,4 wk ahead,percent,Bin,2.8,2.9,0.026395768408980474
HHS Region 9,4 wk ahead,percent,Bin,2.9,3,0.026474256252455555
HHS Region 9,4 wk ahead,percent,Bin,3,3.1,0.02647246858172867
HHS Region 9,4 wk ahead,percent,Bin,3.1,3.2,0.026406616182051812
HHS Region 9,4 wk ahead,percent,Bin,3.2,3.3,0.02628687772807309
HHS Region 9,4 wk ahead,percent,Bin,3.3,3.4,0.02611641212377925
HHS Region 9,4 wk ahead,percent,Bin,3.4,3.5,0.025890799293591154
HHS Region 9,4 wk ahead,percent,Bin,3.5,3.6,0.025598704278174185
HHS Region 9,4 wk ahead,percent,Bin,3.6,3.7,0.025223256358117715
HHS Region 9,4 wk ahead,percent,Bin,3.7,3.8,0.02474415864250776
HHS Region 9,4 wk ahead,percent,Bin,3.8,3.9,0.024140801888378333
HHS Region 9,4 wk ahead,percent,Bin,3.9,4,0.02339531999904537
HHS Region 9,4 wk ahead,percent,Bin,4,4.1,0.022495500577082345
HHS Region 9,4 wk ahead,percent,Bin,4.1,4.2,0.021437243245959612
HHS Region 9,4 wk ahead,percent,Bin,4.2,4.3,0.020226620223556185
HHS Region 9,4 wk ahead,percent,Bin,4.3,4.4,0.018880356361093486
HHS Region 9,4 wk ahead,percent,Bin,4.4,4.5,0.01742563878601678
HHS Region 9,4 wk ahead,percent,Bin,4.5,4.6,0.015898599111750393
HHS Region 9,4 wk ahead,percent,Bin,4.6,4.7,0.014342146755391496
HHS Region 9,4 wk ahead,percent,Bin,4.7,4.8,0.012803118265302152
HHS Region 9,4 wk ahead,percent,Bin,4.8,4.9,0.011328967602599618
HHS Region 9,4 wk ahead,percent,Bin,4.9,5,0.009964878764059253
HHS Region 9,4 wk ahead,percent,Bin,5,5.1,0.00875103897854302
HHS Region 9,4 wk ahead,percent,Bin,5.1,5.2,0.0077196833945104345
HHS Region 9,4 wk ahead,percent,Bin,5.2,5.3,0.006894144851726955
HHS Region 9,4 wk ahead,percent,Bin,5.3,5.4,0.006287295523102557
HHS Region 9,4 wk ahead,percent,Bin,5.4,5.5,0.005901777200968709
HHS Region 9,4 wk ahead,percent,Bin,5.5,5.6,0.005729019775512644
HHS Region 9,4 wk ahead,percent,Bin,5.6,5.7,0.005750491126679307
HHS Region 9,4 wk ahead,percent,Bin,5.7,5.8,0.005938992057218645
HHS Region 9,4 wk ahead,percent,Bin,5.8,5.9,0.006259810809854811
HHS Region 9,4 wk ahead,percent,Bin,5.9,6,0.006672845399083325
HHS Region 9,4 wk ahead,percent,Bin,6,6.1,0.007134213703290215
HHS Region 9,4 wk ahead,percent,Bin,6.1,6.2,0.007599466829198694
HHS Region 9,4 wk ahead,percent,Bin,6.2,6.3,0.008025822944248822
HHS Region 9,4 wk ahead,percent,Bin,6.3,6.4,0.008374608842049026
HHS Region 9,4 wk ahead,percent,Bin,6.4,6.5,0.00861375169945817
HHS Region 9,4 wk ahead,percent,Bin,6.5,6.6,0.008719874896821656
HHS Region 9,4 wk ahead,percent,Bin,6.6,6.7,0.00867920265273947
HHS Region 9,4 wk ahead,percent,Bin,6.7,6.8,0.008488237105745932
HHS Region 9,4 wk ahead,percent,Bin,6.8,6.9,0.008153347901011774
HHS Region 9,4 wk ahead,percent,Bin,6.9,7,0.00768993113840152
HHS Region 9,4 wk ahead,percent,Bin,7,7.1,0.007120380138844207
HHS Region 9,4 wk ahead,percent,Bin,7.1,7.2,0.006471862701331162
HHS Region 9,4 wk ahead,percent,Bin,7.2,7.3,0.005773870488339293
HHS Region 9,4 wk ahead,percent,Bin,7.3,7.4,0.005055927784207158
HHS Region 9,4 wk ahead,percent,Bin,7.4,7.5,0.004345256226344619
HHS Region 9,4 wk ahead,percent,Bin,7.5,7.6,0.003665257662851053
HHS Region 9,4 wk ahead,percent,Bin,7.6,7.7,0.003034323607735022
HHS Region 9,4 wk ahead,percent,Bin,7.7,7.8,0.0024653999296813897
HHS Region 9,4 wk ahead,percent,Bin,7.8,7.9,0.0019659290737950815
HHS Region 9,4 wk ahead,percent,Bin,7.9,8,0.0015385584490316669
HHS Region 9,4 wk ahead,percent,Bin,8,8.1,0.0011817336372869636
HHS Region 9,4 wk ahead,percent,Bin,8.1,8.2,8.90835981279701e-4
HHS Region 9,4 wk ahead,percent,Bin,8.2,8.3,6.590604674827318e-4
HHS Region 9,4 wk ahead,percent,Bin,8.3,8.4,4.785182767304645e-4
HHS Region 9,4 wk ahead,percent,Bin,8.4,8.5,3.409980411519938e-4
HHS Region 9,4 wk ahead,percent,Bin,8.5,8.6,2.3848543445100106e-4
HHS Region 9,4 wk ahead,percent,Bin,8.6,8.7,1.6369299257246614e-4
HHS Region 9,4 wk ahead,percent,Bin,8.7,8.8,1.1111326376020365e-4
HHS Region 9,4 wk ahead,percent,Bin,8.8,8.9,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,8.9,9,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9,9.1,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.1,9.2,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.2,9.3,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.3,9.4,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.4,9.5,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.5,9.6,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.6,9.7,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.7,9.8,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.8,9.9,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,9.9,10,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10,10.1,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.1,10.2,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.2,10.3,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.3,10.4,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.4,10.5,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.5,10.6,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.6,10.7,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.7,10.8,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.8,10.9,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,10.9,11,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11,11.1,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.1,11.2,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.2,11.3,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.3,11.4,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.4,11.5,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.5,11.6,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.6,11.7,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.7,11.8,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.8,11.9,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,11.9,12,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12,12.1,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.1,12.2,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.2,12.3,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.3,12.4,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.4,12.5,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.5,12.6,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.6,12.7,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.7,12.8,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.8,12.9,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,12.9,13,9.733275084127197e-5
HHS Region 9,4 wk ahead,percent,Bin,13,100,9.733275084127197e-5
HHS Region 8,Season onset,week,Bin,40,41,0.011723552139622053
HHS Region 8,Season onset,week,Bin,41,42,0.016706289525410086
HHS Region 8,Season onset,week,Bin,42,43,0.02263210148694341
HHS Region 8,Season onset,week,Bin,43,44,0.0292079382770747
HHS Region 8,Season onset,week,Bin,44,45,0.036002381113571874
HHS Region 8,Season onset,week,Bin,45,46,0.04251921766755412
HHS Region 8,Season onset,week,Bin,46,47,0.04829447197978557
HHS Region 8,Season onset,week,Bin,47,48,0.05298510859445257
HHS Region 8,Season onset,week,Bin,48,49,0.056417238825890614
HHS Region 8,Season onset,week,Bin,49,50,0.05858693341810417
HHS Region 8,Season onset,week,Bin,50,51,0.05960073861742489
HHS Region 8,Season onset,week,Bin,51,52,0.05960144672554867
HHS Region 8,Season onset,week,Bin,52,53,0.058695994508629654
HHS Region 8,Season onset,week,Bin,1,2,0.05691835237008148
HHS Region 8,Season onset,week,Bin,2,3,0.05423915035646085
HHS Region 8,Season onset,week,Bin,3,4,0.050615092832607025
HHS Region 8,Season onset,week,Bin,4,5,0.04605539579181726
HHS Region 8,Season onset,week,Bin,5,6,0.04067379419937683
HHS Region 8,Season onset,week,Bin,6,7,0.03471243334770706
HHS Region 8,Season onset,week,Bin,7,8,0.02851526704129757
HHS Region 8,Season onset,week,Bin,8,9,0.022471264691919585
HHS Region 8,Season onset,week,Bin,9,10,0.016939124357327102
HHS Region 8,Season onset,week,Bin,10,11,0.012185754405339365
HHS Region 8,Season onset,week,Bin,11,12,0.00834971154149126
HHS Region 8,Season onset,week,Bin,12,13,0.0054407339593051576
HHS Region 8,Season onset,week,Bin,13,14,0.00336675041352857
HHS Region 8,Season onset,week,Bin,14,15,0.0019764258970771404
HHS Region 8,Season onset,week,Bin,15,16,0.0010997539044565146
HHS Region 8,Season onset,week,Bin,16,17,5.7937262899249e-4
HHS Region 8,Season onset,week,Bin,17,18,2.9123512702616355e-4
HHS Region 8,Season onset,week,Bin,18,19,2.220703360191933e-4
HHS Region 8,Season onset,week,Bin,19,20,2.220703360191933e-4
HHS Region 8,Season onset,week,Bin,20,21,2.220703360191933e-4
HHS Region 8,Season onset,week,Bin,none,none,0.06193076324611865
HHS Region 8,Season peak week,week,Bin,40,41,0.017703292428500987
HHS Region 8,Season peak week,week,Bin,41,42,0.016748070574854893
HHS Region 8,Season peak week,week,Bin,42,43,0.014396154350336785
HHS Region 8,Season peak week,week,Bin,43,44,0.012850037871314716
HHS Region 8,Season peak week,week,Bin,44,45,0.014291710856872466
HHS Region 8,Season peak week,week,Bin,45,46,0.019658551117711327
HHS Region 8,Season peak week,week,Bin,46,47,0.027974441072819572
HHS Region 8,Season peak week,week,Bin,47,48,0.036712646653664284
HHS Region 8,Season peak week,week,Bin,48,49,0.043191399903456724
HHS Region 8,Season peak week,week,Bin,49,50,0.046090114342918966
HHS Region 8,Season peak week,week,Bin,50,51,0.045811130942882444
HHS Region 8,Season peak week,week,Bin,51,52,0.04355811748019959
HHS Region 8,Season peak week,week,Bin,52,53,0.04050051745698727
HHS Region 8,Season peak week,week,Bin,1,2,0.038031092960389895
HHS Region 8,Season peak week,week,Bin,2,3,0.038313332388582706
HHS Region 8,Season peak week,week,Bin,3,4,0.04363433628491378
HHS Region 8,Season peak week,week,Bin,4,5,0.05450386935307543
HHS Region 8,Season peak week,week,Bin,5,6,0.06812921732830098
HHS Region 8,Season peak week,week,Bin,6,7,0.07899622496256006
HHS Region 8,Season peak week,week,Bin,7,8,0.08167346080672762
HHS Region 8,Season peak week,week,Bin,8,9,0.07399991457386673
HHS Region 8,Season peak week,week,Bin,9,10,0.05830312585392479
HHS Region 8,Season peak week,week,Bin,10,11,0.03978414231471066
HHS Region 8,Season peak week,week,Bin,11,12,0.023447277368131035
HHS Region 8,Season peak week,week,Bin,12,13,0.01190641337297169
HHS Region 8,Season peak week,week,Bin,13,14,0.005198706690088353
HHS Region 8,Season peak week,week,Bin,14,15,0.001948075862600975
HHS Region 8,Season peak week,week,Bin,15,16,6.341599090717709e-4
HHS Region 8,Season peak week,week,Bin,16,17,4.020929835127083e-4
HHS Region 8,Season peak week,week,Bin,17,18,4.020929835127083e-4
HHS Region 8,Season peak week,week,Bin,18,19,4.020929835127083e-4
HHS Region 8,Season peak week,week,Bin,19,20,4.020929835127083e-4
HHS Region 8,Season peak week,week,Bin,20,21,4.020929835127083e-4
HHS Region 8,Season peak percentage,percent,Bin,0,0.1,5.06606045810845e-5
HHS Region 8,Season peak percentage,percent,Bin,0.1,0.2,1.01321209162169e-4
HHS Region 8,Season peak percentage,percent,Bin,0.2,0.3,1.0132120916216898e-4
HHS Region 8,Season peak percentage,percent,Bin,0.3,0.4,1.0132120916216898e-4
HHS Region 8,Season peak percentage,percent,Bin,0.4,0.5,1.0693733004387241e-4
HHS Region 8,Season peak percentage,percent,Bin,0.5,0.6,1.6803648446526683e-4
HHS Region 8,Season peak percentage,percent,Bin,0.6,0.7,2.7709478688177813e-4
HHS Region 8,Season peak percentage,percent,Bin,0.7,0.8,4.435652027061633e-4
HHS Region 8,Season peak percentage,percent,Bin,0.8,0.9,6.894830656102627e-4
HHS Region 8,Season peak percentage,percent,Bin,0.9,1,0.0010408181257317167
HHS Region 8,Season peak percentage,percent,Bin,1,1.1,0.0015261689718595276
HHS Region 8,Season peak percentage,percent,Bin,1.1,1.2,0.00217497659821667
HHS Region 8,Season peak percentage,percent,Bin,1.2,1.3,0.0030132299427312274
HHS Region 8,Season peak percentage,percent,Bin,1.3,1.4,0.004060385080658487
HHS Region 8,Season peak percentage,percent,Bin,1.4,1.5,0.005324276194743148
HHS Region 8,Season peak percentage,percent,Bin,1.5,1.6,0.006798692436334758
HHS Region 8,Season peak percentage,percent,Bin,1.6,1.7,0.008459627575475848
HHS Region 8,Season peak percentage,percent,Bin,1.7,1.8,0.010266357726835615
HHS Region 8,Season peak percentage,percent,Bin,1.8,1.9,0.012163054262724685
HHS Region 8,Season peak percentage,percent,Bin,1.9,2,0.014084122969405704
HHS Region 8,Season peak percentage,percent,Bin,2,2.1,0.01596086719566562
HHS Region 8,Season peak percentage,percent,Bin,2.1,2.2,0.01772961011259973
HHS Region 8,Season peak percentage,percent,Bin,2.2,2.3,0.019339797897609035
HHS Region 8,Season peak percentage,percent,Bin,2.3,2.4,0.02076036100077504
HHS Region 8,Season peak percentage,percent,Bin,2.4,2.5,0.021984648818326652
HHS Region 8,Season peak percentage,percent,Bin,2.5,2.6,0.023030322546769927
HHS Region 8,Season peak percentage,percent,Bin,2.6,2.7,0.02393695120885524
HHS Region 8,Season peak percentage,percent,Bin,2.7,2.8,0.024759155971687416
HHS Region 8,Season peak percentage,percent,Bin,2.8,2.9,0.025556412806438743
HHS Region 8,Season peak percentage,percent,Bin,2.9,3,0.026380970924087702
HHS Region 8,Season peak percentage,percent,Bin,3,3.1,0.027265855355585157
HHS Region 8,Season peak percentage,percent,Bin,3.1,3.2,0.028214439353291678
HHS Region 8,Season peak percentage,percent,Bin,3.2,3.3,0.029194863861176645
HHS Region 8,Season peak percentage,percent,Bin,3.3,3.4,0.03014031311764224
HHS Region 8,Season peak percentage,percent,Bin,3.4,3.5,0.030955721025462485
HHS Region 8,Season peak percentage,percent,Bin,3.5,3.6,0.031531434583371584
HHS Region 8,Season peak percentage,percent,Bin,3.6,3.7,0.03175899723624135
HHS Region 8,Season peak percentage,percent,Bin,3.7,3.8,0.03155005472213985
HHS Region 8,Season peak percentage,percent,Bin,3.8,3.9,0.030848259105136805
HHS Region 8,Season peak percentage,percent,Bin,3.9,4,0.029642089180948742
HHS Region 8,Season peak percentage,percent,Bin,4,4.1,0.027962561527479456
HHS Region 8,Season peak percentage,percent,Bin,4.1,4.2,0.02588053634842316
HHS Region 8,Season peak percentage,percent,Bin,4.2,4.3,0.023495058800253522
HHS Region 8,Season peak percentage,percent,Bin,4.3,4.4,0.020920776616563164
HHS Region 8,Season peak percentage,percent,Bin,4.4,4.5,0.018273416724291964
HHS Region 8,Season peak percentage,percent,Bin,4.5,4.6,0.015659512934188883
HHS Region 8,Season peak percentage,percent,Bin,4.6,4.7,0.013168652808175769
HHS Region 8,Season peak percentage,percent,Bin,4.7,4.8,0.010869534471430933
HHS Region 8,Season peak percentage,percent,Bin,4.8,4.9,0.00880958054851547
HHS Region 8,Season peak percentage,percent,Bin,4.9,5,0.007018116464635581
HHS Region 8,Season peak percentage,percent,Bin,5,5.1,0.005508754286661156
HHS Region 8,Season peak percentage,percent,Bin,5.1,5.2,0.004284761865010676
HHS Region 8,Season peak percentage,percent,Bin,5.2,5.3,0.0033426974801047766
HHS Region 8,Season peak percentage,percent,Bin,5.3,5.4,0.0026777876554504375
HHS Region 8,Season peak percentage,percent,Bin,5.4,5.5,0.0022847485303880135
HHS Region 8,Season peak percentage,percent,Bin,5.5,5.6,0.002161865838265653
HHS Region 8,Season peak percentage,percent,Bin,5.6,5.7,0.0023093939150082335
HHS Region 8,Season peak percentage,percent,Bin,5.7,5.8,0.0027293913148186285
HHS Region 8,Season peak percentage,percent,Bin,5.8,5.9,0.0034200969816100177
HHS Region 8,Season peak percentage,percent,Bin,5.9,6,0.0043725740255958915
HHS Region 8,Season peak percentage,percent,Bin,6,6.1,0.0055634067856938875
HHS Region 8,Season peak percentage,percent,Bin,6.1,6.2,0.006950142410135152
HHS Region 8,Season peak percentage,percent,Bin,6.2,6.3,0.00846725117346888
HHS Region 8,Season peak percentage,percent,Bin,6.3,6.4,0.01002747514336205
HHS Region 8,Season peak percentage,percent,Bin,6.4,6.5,0.011525897112515133
HHS Region 8,Season peak percentage,percent,Bin,6.5,6.6,0.012849152803680913
HHS Region 8,Season peak percentage,percent,Bin,6.6,6.7,0.013888227559052842
HHS Region 8,Season peak percentage,percent,Bin,6.7,6.8,0.01455236100930855
HHS Region 8,Season peak percentage,percent,Bin,6.8,6.9,0.01478030241268363
HHS Region 8,Season peak percentage,percent,Bin,6.9,7,0.014551046441557414
HHS Region 8,Season peak percentage,percent,Bin,7,7.1,0.013885188091059332
HHS Region 8,Season peak percentage,percent,Bin,7.1,7.2,0.012843042819762233
HHS Region 8,Season peak percentage,percent,Bin,7.2,7.3,0.011513690617800248
HHS Region 8,Season peak percentage,percent,Bin,7.3,7.4,0.010004957644980864
HHS Region 8,Season peak percentage,percent,Bin,7.4,7.5,0.008426715001484003
HHS Region 8,Season peak percentage,percent,Bin,7.5,7.6,0.0068792689589429875
HHS Region 8,Season peak percentage,percent,Bin,7.6,7.7,0.005443519347851856
HHS Region 8,Season peak percentage,percent,Bin,7.7,7.8,0.004174932023843843
